통계표,항목명1,단위,변환,1960/Q2,1960/Q3,1960/Q4,1961/Q1,1961/Q2,1961/Q3,1961/Q4,1962/Q1,1962/Q2,1962/Q3,1962/Q4,1963/Q1,1963/Q2,1963/Q3,1963/Q4,1964/Q1,1964/Q2,1964/Q3,1964/Q4,1965/Q1,1965/Q2,1965/Q3,1965/Q4,1966/Q1,1966/Q2,1966/Q3,1966/Q4,1967/Q1,1967/Q2,1967/Q3,1967/Q4,1968/Q1,1968/Q2,1968/Q3,1968/Q4,1969/Q1,1969/Q2,1969/Q3,1969/Q4,1970/Q1,1970/Q2,1970/Q3,1970/Q4,1971/Q1,1971/Q2,1971/Q3,1971/Q4,1972/Q1,1972/Q2,1972/Q3,1972/Q4,1973/Q1,1973/Q2,1973/Q3,1973/Q4,1974/Q1,1974/Q2,1974/Q3,1974/Q4,1975/Q1,1975/Q2,1975/Q3,1975/Q4,1976/Q1,1976/Q2,1976/Q3,1976/Q4,1977/Q1,1977/Q2,1977/Q3,1977/Q4,1978/Q1,1978/Q2,1978/Q3,1978/Q4,1979/Q1,1979/Q2,1979/Q3,1979/Q4,1980/Q1,1980/Q2,1980/Q3,1980/Q4,1981/Q1,1981/Q2,1981/Q3,1981/Q4,1982/Q1,1982/Q2,1982/Q3,1982/Q4,1983/Q1,1983/Q2,1983/Q3,1983/Q4,1984/Q1,1984/Q2,1984/Q3,1984/Q4,1985/Q1,1985/Q2,1985/Q3,1985/Q4,1986/Q1,1986/Q2,1986/Q3,1986/Q4,1987/Q1,1987/Q2,1987/Q3,1987/Q4,1988/Q1,1988/Q2,1988/Q3,1988/Q4,1989/Q1,1989/Q2,1989/Q3,1989/Q4,1990/Q1,1990/Q2,1990/Q3,1990/Q4,1991/Q1,1991/Q2,1991/Q3,1991/Q4,1992/Q1,1992/Q2,1992/Q3,1992/Q4,1993/Q1,1993/Q2,1993/Q3,1993/Q4,1994/Q1,1994/Q2,1994/Q3,1994/Q4,1995/Q1,1995/Q2,1995/Q3,1995/Q4,1996/Q1,1996/Q2,1996/Q3,1996/Q4,1997/Q1,1997/Q2,1997/Q3,1997/Q4,1998/Q1,1998/Q2,1998/Q3,1998/Q4,1999/Q1,1999/Q2,1999/Q3,1999/Q4,2000/Q1,2000/Q2,2000/Q3,2000/Q4,2001/Q1,2001/Q2,2001/Q3,2001/Q4,2002/Q1,2002/Q2,2002/Q3,2002/Q4,2003/Q1,2003/Q2,2003/Q3,2003/Q4,2004/Q1,2004/Q2,2004/Q3,2004/Q4,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2
9.1.4.1. 국제 주요국 경제성장률,한국,% ,원자료,4.5,-1.1,0.6,3.2,4.3,-1.8,1.3,2,-1.9,2.9,2.9,5.9,-2.4,3.3,0.1,6,-2.9,6.8,4,1.3,0.2,-0.8,2.3,6.1,6.2,-1.7,1.3,3.4,2.1,4.1,0.7,6.4,1.5,5.1,-1.7,5.1,3.5,8.1,2,-1.7,4,0.6,7.7,0.6,3.3,0.2,0.8,1.4,3,1.6,4.3,3.3,4.2,5.1,1.4,4.2,-0.3,1.6,-0.3,1.4,4.7,2.9,3.1,2.9,4.8,1.9,1.1,1,5.1,6,3.8,-0.8,3.1,1.9,4.8,4.5,0.8,-2.8,-1.5,0.9,-0.5,1.9,-2.8,4.1,2.4,4.2,1.6,0.7,2.3,2.1,3.1,4.4,3.1,3.7,0.7,4.4,2.5,1.4,0.5,2.8,2.4,1.1,3,1.9,3.9,4.3,1.6,3.2,5,1,2,7.7,-2.2,3.1,3.3,0,1.5,2.6,4.1,1,2.2,3.2,2,3.8,1.7,2.1,2.5,1.8,0.7,0.1,1.6,2,2.6,1.8,1.9,2.9,1.6,1.7,3.9,2.1,2,2.1,1.9,1.9,2,1.8,1.7,0.5,3.6,0.8,-0.5,-6.8,-0.8,1.7,2.5,3,4.4,2.8,2.9,1.9,1.3,2.8,-0.3,1.2,1.3,1.4,1.8,2.5,1.8,2,1.1,-0.7,-0.2,1.9,2.6,1.3,0.8,0.4,0.8,0.9,1.9,1.5,1,1.6,0.7,1.6,0.8,1.7,1.7,1.2,2.2,0.4,0.5,0.8,-3.3,0.1,1.3,3,0.7,2,1.9,1.2,1.2,0.9,0.5,0.5,0.5,0.9,0.6,0.5,0.5,0.9,1.2,0.9,0.9,0.9,0.9,0.3,0.5,0.8,0.5,1.4,0.7,0.3,1.2,0.4,0.6,1,0.7,1.4,-0.3,1.2,0.6,0.7,0.7,-0.2,1.1,0.5,1.3,-1.3,-3,2.3,1.2,1.7,0.8,0.2,1.3,0.6,0.7
