,기준금리(연%),가계대출금리(연%),소비자물가지수_총(2020=100),원화환율(원/달러),주택매매가격지수(2022.01=100),콜금리(연%),국고채3년금리(연%),경제성장률,실업률(%),외환보유액_총(천달러),외환보유액_금(천달러),외환보유액_특별인출권(천달러),외환보유액_IMF포지션(천달러),외환보유액_예치금및유가증권(천달러),기업대출(십억원),가계대출_총(십억원),가계대출_주택(십억원),가계대출_기타(십억원),국채(십억원)
2018-12-01,1.75,3.61,98.988,1122.9,79.861,1.77,1.825,0.39999999999999997,3.8,403694264.0,4794754.0,3426640.0,2140388.0,393332482.0,861036.1,713084.9,494265.4,218819.4,112181.736
2019-01-01,1.75,3.58,98.884,1122.0,79.877,1.76,1.807,0.09999999999999998,4.1,405513163.0,4794755.0,3394088.0,2175470.0,395148850.0,868294.4,713743.0,496332.7,217410.3,137955.816
2019-02-01,1.75,3.5,99.311,1122.45,79.824,1.76,1.802,-0.2,3.8,404673960.0,4794755.0,3386470.0,2176249.0,394316487.0,872822.3,716032.7,498588.3,217444.4,102098.718
2019-03-01,1.75,3.53,99.121,1130.72,79.74,1.76,1.789,0.23333333333333334,3.8,405252892.0,4794755.0,3363210.0,2324542.0,394770385.0,873658.8,718745.2,501292.6,217452.5,174457.15
2019-04-01,1.75,3.48,99.481,1140.95,79.63,1.75,1.736,0.6666666666666667,4.0,404029052.0,4794755.0,3184756.0,2513421.0,393536122.0,879825.5,722700.1,504400.6,218299.6,240273.689
2019-05-01,1.75,3.49,99.652,1183.29,79.577,1.75,1.679,1.1,3.8,401972476.0,4794758.0,3178706.0,2503784.0,391495228.0,886478.4,727411.6,507066.4,220345.2,163502.027
2019-06-01,1.75,3.25,99.491,1175.62,79.508,1.76,1.496,0.9,3.8,403071937.0,4794758.0,3462104.0,2487756.0,392327320.0,888266.0,732050.7,510274.6,221776.1,210727.55
2019-07-01,1.5,3.12,99.187,1175.31,79.502,1.63,1.382,0.7,4.0,403112528.0,4794758.0,3388776.0,2670703.0,392258292.0,888840.4,738213.3,514389.0,223824.3,205437.673
2019-08-01,1.5,2.92,99.425,1208.98,79.546,1.51,1.164,0.5,3.5,401483478.0,4794758.0,3377221.0,2663708.0,390647791.0,892295.0,745805.3,519236.6,226568.7,265831.017
2019-09-01,1.5,3.02,99.794,1197.55,79.589,1.52,1.287,0.7666666666666666,3.6,403320096.0,4794758.0,3363661.0,2642780.0,392518896.0,897508.1,750704.1,523288.6,227415.5,184413.363
2019-10-01,1.25,3.01,100.041,1184.13,79.664,1.36,1.357,1.0333333333333332,3.6,406323989.0,4794758.0,3374495.0,2669420.0,395485316.0,907066.4,758262.3,528219.9,230042.3,214518.78
2019-11-01,1.25,2.96,99.481,1167.45,79.776,1.28,1.492,1.3,3.7,407460269.0,4794758.0,3371305.0,2620178.0,396674028.0,913198.3,764609.8,532475.7,232134.1,200948.217
2019-12-01,1.25,2.98,99.719,1175.84,80.054,1.28,1.39,0.43333333333333335,3.7,408816146.0,4794758.0,3352388.0,2792924.0,397876077.0,908705.4,767718.8,533966.4,233752.3,119997.827
2020-01-01,1.25,2.95,100.09,1164.28,80.337,1.27,1.373,-0.43333333333333335,3.8,409652586.0,4794758.0,3335660.0,2778988.0,398743181.0,917408.8,768736.4,535576.6,233159.8,154645.664
2020-02-01,1.25,2.9,100.16,1193.79,80.634,1.24,1.253,-1.3,3.3,409171436.0,4794758.0,3273660.0,2787411.0,398315607.0,922385.4,772063.2,537423.4,234639.8,198467.079
2020-03-01,0.75,2.88,99.94,1220.09,81.084,0.98,1.091,-1.8666666666666667,3.7,400214398.0,4794758.0,3316902.0,2780196.0,389322542.0,943033.6,780604.9,542650.8,237954.0,139360.937
2020-04-01,0.75,2.89,99.5,1225.23,81.27,0.74,1.024,-2.4333333333333336,3.8,403982333.0,4794758.0,3255668.0,3198877.0,392733030.0,970926.1,785729.9,547830.4,237899.5,178225.036
2020-05-01,0.5,2.81,99.44,1228.67,81.382,0.7,0.878,-3.0,4.2,407310604.0,4794758.0,2804285.0,3992437.0,395719124.0,987167.0,789444.8,550427.7,239017.1,163421.076
2020-06-01,0.5,2.67,99.71,1210.01,81.776,0.48,0.85,-1.2333333333333334,4.2,410754278.0,4794758.0,3080112.0,4252223.0,398627184.0,987555.5,794967.3,552884.1,242083.1,207481.183
2020-07-01,0.5,2.62,99.63,1198.9,82.495,0.48,0.826,0.5333333333333332,4.2,416525863.0,4794758.0,3126983.0,4367311.0,404236810.0,995622.5,800828.5,555095.0,245733.5,221219.907
2020-08-01,0.5,2.55,100.19,1186.85,83.137,0.51,0.829,2.3,3.6,418950799.0,4794758.0,3152794.0,4402384.0,406600863.0,1002352.0,811881.2,560484.7,251396.5,164632.152
2020-09-01,0.5,2.59,100.74,1178.8,83.798,0.48,0.908,1.9333333333333331,4.1,420545100.0,4794759.0,3175797.0,4342551.0,408231994.0,1007120.8,820959.0,566533.7,254425.3,214070.643
2020-10-01,0.5,2.64,100.18,1144.68,84.359,0.5,0.91,1.5666666666666664,4.3,426509822.0,4794759.0,3187989.0,4359222.0,414167853.0,1017909.5,830864.1,572652.9,258211.2,162542.216
2020-11-01,0.5,2.72,100.09,1116.76,85.568,0.5,0.965,1.2,4.2,436377224.0,4794759.0,3218912.0,4400283.0,423963271.0,1024927.2,843887.8,578314.4,265573.5,192497.866
2020-12-01,0.5,2.79,100.33,1095.13,86.735,0.51,0.97,1.3666666666666667,4.5,443098121.0,4794759.0,3370821.0,4815308.0,430117234.0,1019547.8,849869.4,583896.8,265972.7,129146.935
2021-01-01,0.5,2.83,101.04,1097.49,87.767,0.49,0.975,1.5333333333333332,5.2,442727709.0,4794759.0,3564365.0,4809959.0,429558627.0,1029519.6,856522.3,587962.3,268560.1,130098.902
2021-02-01,0.5,2.81,101.58,1111.72,88.962,0.49,0.995,1.7,3.9,447557482.0,4794759.0,3585218.0,4811955.0,434365551.0,1038509.2,863052.5,594234.2,268818.4,151886.727
2021-03-01,0.5,2.88,101.84,1131.02,90.135,0.49,1.133,1.4,3.8,446127385.0,4794759.0,3511367.0,4598633.0,433222626.0,1043647.6,868519.9,598923.1,269596.8,164264.15
2021-04-01,0.5,2.91,101.98,1119.4,91.091,0.48,1.138,1.1,3.7,452309658.0,4794759.0,3526972.0,4693696.0,439294230.0,1055143.6,881386.1,599967.5,281418.6,157146.379
2021-05-01,0.5,2.89,102.05,1123.28,91.964,0.48,1.134,0.8,3.7,456458881.0,4794759.0,3544788.0,4638289.0,443481045.0,1060933.0,877599.4,601658.1,275941.3,126684.064
2021-06-01,0.5,2.92,102.05,1121.3,93.169,0.51,1.302,0.6,3.6,454105865.0,4794759.0,3502295.0,4579393.0,441229418.0,1065548.2,880906.2,603710.7,277195.6,134571.971
2021-07-01,0.5,2.98,102.26,1143.98,94.256,0.53,1.419,0.39999999999999997,3.3,458680900.0,4794759.0,3504013.0,4667290.0,445714839.0,1077574.1,889869.0,609098.4,280770.6,126923.656
2021-08-01,0.75,3.1,102.75,1160.34,95.666,0.56,1.411,0.2,3.1,463933550.0,4794759.0,15194045.0,4651269.0,439293477.0,1084843.5,895458.4,614403.3,281055.1,116310.998
2021-09-01,0.75,3.18,103.17,1169.54,97.123,0.77,1.515,0.5666666666666667,3.1,463972259.0,4794759.0,15380214.0,4597487.0,439199800.0,1093338.3,901963.8,620159.7,281804.1,101799.551
2021-10-01,0.75,3.46,103.35,1182.82,98.14,0.75,1.842,0.9333333333333333,3.2,469207742.0,4794759.0,15522271.0,4682297.0,444208416.0,1104468.0,907394.6,625136.6,282258.0,88933.009
2021-11-01,1.0,3.61,103.87,1182.91,99.224,0.8,1.953,1.3,3.2,463907617.0,4794759.0,15350535.0,4630952.0,439131372.0,1114332.0,910489.9,627727.2,282762.7,100265.609
2021-12-01,1.0,3.66,104.04,1183.7,99.72,1.024,1.8,1.0666666666666667,3.8,463118362.0,4794759.0,15369503.0,4634853.0,438319248.0,1113681.8,910104.9,629561.9,280543.0,61663.24
2022-01-01,1.25,3.91,104.69,1194.01,100.0,1.181,2.06,0.8333333333333333,3.6,461526656.0,4794759.0,15288832.0,4606897.0,436836167.0,1126915.0,909297.2,630939.6,278357.6,84985.899
2022-02-01,1.25,3.93,105.3,1198.34,100.207,1.211,2.285,0.6,2.7,461766293.0,4794759.0,15313847.0,4614178.0,437043509.0,1132488.1,908074.0,631589.1,276484.8,80999.086
2022-03-01,1.25,3.98,106.06,1221.03,100.306,1.25,2.369,0.6333333333333333,2.7,457810337.0,4794759.0,15415450.0,4578104.0,433022025.0,1141807.0,905600.2,632170.2,273430.0,107043.939
2022-04-01,1.5,4.05,106.85,1232.34,100.517,1.297,2.941,0.6666666666666666,2.7,449297713.0,4794759.0,14977119.0,4449074.0,425076761.0,1154672.3,906130.3,633523.9,272606.4,101799.544
2022-05-01,1.75,4.14,107.56,1269.88,100.768,1.504,3.019,0.7,2.8,447711119.0,4794759.0,15081254.0,4479955.0,423355152.0,1168754.7,905727.1,633552.2,272174.9,106950.317
2022-06-01,1.75,4.23,108.22,1277.35,100.869,1.751,3.477,,2.9,438278346.0,4794759.0,14567162.0,4424498.0,414491928.0,1175761.6,905484.4,634447.6,271036.8,83324.774
2022-07-01,2.25,4.52,108.74,1307.4,100.869,1.953,3.238,,2.9,438605367.0,4794759.0,14394936.0,4368750.0,415046922.0,1189146.3,904032.0,635231.0,268801.0,74314.605
2022-08-01,,,,,,,,,2.5,436432145.0,4794759.0,14461976.0,4326618.0,412848791.0,,,,,
